category,mode,k,max_new_tokens,speed_ratio_case,draft_time_scale,verify_time_scale,baseline_time_sec,baseline_tps,baseline_energy_proxy_units,baseline_energy_per_token_proxy,spec_time_sec,spec_tps,acceptance_rate,avg_round_acceptance,rollback_count,baseline_fallback_steps,wasted_draft_tokens,draft_time_sec,verify_time_sec,commit_time_sec,rollback_penalty_sec,pipeline_utilization,accepted_tokens_per_round,draft_time_per_accepted_token,verify_time_per_accepted_token,wasted_draft_per_accepted_token,stall_rounds,backpressure_events,verify_bottleneck_ratio,energy_proxy_units,energy_per_token_proxy,energy_per_accepted_token_proxy,peak_speculative_tokens,peak_estimated_kv_overhead_units,speedup,output_match
algorithmic,fixed,6,32,balanced,1.0,1.0,0.6847292499733157,46.733800259368294,0.0,0.0,0.6756471670232713,47.361998335586634,0.7142857142857143,0.7142857142857143,2.0,0.0,12.0,0.5235132101224735,0.15183212712872773,0.00010199990356341004,3.787502646446228e-05,0.9999512065112187,4.285714285714286,0.017450440337415784,0.005061070904290924,0.4,2.0,0.0,0.22478751306993244,0.7209774378803558,0.02253054493376112,0.02403258126267853,6.0,110592.0,1.0134420499238646,1.0
algorithmic,fixed,8,32,balanced,1.0,1.0,0.6847292499733157,46.733800259368294,0.0,0.0,0.7209769579931162,44.384220113044904,0.6521739130434783,0.6666666666666666,2.0,0.0,16.0,0.5782760009751655,0.14241862506605685,8.424901170656085e-05,4.737504059448838e-05,0.9999390723631014,5.0,0.019275866699172185,0.004747287502201895,0.5333333333333333,2.0,0.0,0.1975898989209397,0.763506025710376,0.02385956330344925,0.025450200857012533,8.0,147456.0,0.9497241796454935,1.0
algorithmic,hybrid_only,2,32,balanced,1.0,1.0,0.6847292499733157,46.733800259368294,0.0,0.0,0.7417474579997361,43.14136793443704,0.0,0.0,1.0,31.0,2.0,0.019096834002994,0.7216092511080205,0.0005489999311976135,1.8583028577268124e-05,0.9999749309473981,0.0,0.0,0.0,0.0,1.0,31.0,0.9734965272675696,0.9574289017473347,0.02991965317960421,0.02991965317960421,2.0,36864.0,0.9231298908928103,1.0
algorithmic,hybrid_only,4,32,balanced,1.0,1.0,0.6847292499733157,46.733800259368294,0.0,0.0,0.7318726250086911,43.72345529335791,0.0,0.0,1.0,31.0,4.0,0.039501499966718256,0.6912874981644563,0.0005545439780689776,1.8499966245144606e-05,0.9999747047765938,0.0,0.0,0.0,0.0,1.0,31.0,0.945229510293804,0.9384174151346089,0.029325544222956527,0.029325544222956527,4.0,73728.0,0.9355852734144613,1.0
algorithmic,hybrid_only,6,32,balanced,1.0,1.0,0.6847292499733157,46.733800259368294,0.0,0.0,0.7414125839713961,43.16085360811002,0.0,0.0,1.0,31.0,6.0,0.059785000048577785,0.6806208749767393,0.0005318330368027091,1.6458972822874784e-05,0.9999777867868822,0.0,0.0,0.0,0.0,1.0,31.0,0.918593921689941,0.9448229756031651,0.02952571798759891,0.02952571798759891,6.0,110592.0,0.9235468412277891,1.0
algorithmic,hybrid_only,8,32,balanced,1.0,1.0,0.6847292499733157,46.733800259368294,0.0,0.0,0.7709668340394273,41.506325028715196,0.0,0.0,1.0,31.0,8.0,0.08000995800830424,0.6899323319084942,0.0005418329383246601,1.633301144465804e-05,0.9999788020742618,0.0,0.0,0.0,0.0,1.0,31.0,0.8954530164124156,0.9771566889772657,0.030536146530539553,0.030536146530539553,8.0,147456.0,0.8881435876894007,1.0
explanatory,adaptive_only,2,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.815137583995238,39.257176491799385,0.6052631578947368,0.6333333333333333,9.0,0.0,15.0,0.4921561671071686,0.3223314601345919,0.00023783394135534763,9.008700726553798e-05,0.9998960875440251,1.5333333333333334,0.021398094222050808,0.014014411310199648,0.6521739130434783,9.0,0.0,0.395631995674363,0.9113812945666723,0.02848066545520851,0.03962527367681184,3.0,55296.0,1.9631507483356994,1.0
explanatory,adaptive_only,4,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.9052948749740608,35.347598759925475,0.5111111111111111,0.5722222222222223,9.0,0.0,22.0,0.5741384588764049,0.33050308405654505,0.00021862488938495517,0.00010316690895706415,0.9998915696312733,1.5333333333333334,0.024962541690278475,0.014369699306806306,0.9565217391304348,9.0,0.0,0.36525321349037193,1.0039934017055203,0.03137479380329751,0.043651887030674796,5.0,92160.0,1.7676427893868907,1.0
explanatory,adaptive_only,6,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.9220237920526415,34.70626276222274,0.48936170212765956,0.5619047619047619,9.0,0.0,24.0,0.6026476679835469,0.3187444579671137,0.0002232929691672325,9.491789387539029e-05,0.9999028963474081,1.6428571428571428,0.026202072521023776,0.013858454694222335,1.0434782608695652,9.0,0.0,0.3458540855801823,1.0172091902117244,0.03178778719411639,0.04422648653094454,6.0,110592.0,1.735571220406688,1.0
explanatory,adaptive_only,8,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,1.1143924159696326,28.715199010177045,0.36507936507936506,0.4494505494505494,9.0,0.0,40.0,0.8172299149446189,0.29654037504224107,0.0002085839514620602,9.575200965628028e-05,0.9999173436983625,1.7692307692307692,0.035531735432374735,0.012893059784445264,1.7391304347826086,9.0,0.0,0.26619928077618077,1.202921163290739,0.037591286352835596,0.052300920143075615,8.0,147456.0,1.435973482127872,1.0
explanatory,category_only,2,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,1.0025423329789191,31.918851650798945,0.4339622641509434,0.4642857142857143,9.0,0.0,30.0,0.6935872909380123,0.30834550206782296,0.00018566608196124434,0.00011141400318592787,0.9998924912520442,1.6428571428571428,0.030155969171217926,0.013406326176861869,1.3043478260869565,10.0,1.0,0.30769366562562095,1.094633265462471,0.03420728954570222,0.04759275067228135,4.0,73728.0,1.5961799371223702,1.0
explanatory,category_only,4,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.999237833020743,32.0244079462669,0.4339622641509434,0.4642857142857143,9.0,0.0,30.0,0.6898557059466839,0.30877620907267556,0.00017941789701581,0.00011683197226375341,0.9998872546571153,1.6428571428571428,0.029993726345507996,0.013425052568377198,1.3043478260869565,10.0,1.0,0.30914367798680914,1.0914650600694586,0.03410828312717058,0.04745500261171559,4.0,73728.0,1.601458536832228,1.0
explanatory,category_only,6,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,1.0008444169652648,31.973001455140842,0.4339622641509434,0.4642857142857143,9.0,0.0,30.0,0.6903819559374824,0.30983603914501145,0.0001887510297819972,0.00011708395322784781,0.999887349509648,1.6428571428571428,0.03001660677989054,0.013471132136739629,1.3043478260869565,10.0,1.0,0.3097100657798228,1.0933730995864608,0.0341679093620769,0.04753796085158525,4.0,73728.0,1.5988878300075915,1.0
explanatory,category_only,8,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,1.0160268330364488,31.49523118830075,0.4339622641509434,0.4642857142857143,9.0,0.0,30.0,0.7026783750043251,0.3126911679864861,0.00019741704454645514,0.00012887391494587064,0.9998773013946772,1.6428571428571428,0.03055123369584022,0.013595268173325483,1.3043478260869565,10.0,1.0,0.30789813010025413,1.109397621511016,0.03466867567221925,0.04823467919613113,4.0,73728.0,1.5749957638760497,1.0
explanatory,fixed,2,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,1.5062243749853224,21.245174710648158,0.5897435897435898,0.6,9.0,0.0,16.0,1.0731745800585486,0.4321785409701988,0.00026691914536058903,0.0001458769547753036,0.9999100663876715,1.15,0.046659764350371676,0.018790371346530384,0.6956521739130435,10.0,1.0,0.2870435630759951,1.6352739156282043,0.051102309863381386,0.07109886589687844,2.0,36864.0,1.062416718646184,1.0
explanatory,fixed,4,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,1.002024999994319,31.935330954997557,0.4339622641509434,0.4642857142857143,9.0,0.0,30.0,0.6896878750412725,0.3117258729180321,0.0001922069350257516,0.00011074903886765242,0.9998934335084363,1.6428571428571428,0.029986429349620543,0.013553298822523135,1.3043478260869565,10.0,1.0,0.31122605790709307,1.0951302165514791,0.03422281926723372,0.04761435724136866,4.0,73728.0,1.597004024875505,1.0
explanatory,fixed,6,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.9936270829639398,32.205241331129585,0.3898305084745763,0.4,9.0,0.0,36.0,0.7651987091521733,0.2279763319529593,0.00015358306700363755,7.408298552036285e-05,0.9999263057449764,2.3,0.03326950909357275,0.00991201443273736,1.565217391304348,9.0,0.0,0.229507462490533,1.061710865201894,0.03317846453755919,0.046161341965299744,6.0,110592.0,1.6105015507864135,1.0
explanatory,fixed,8,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,1.2499846669961698,25.600314023770384,0.2987012987012987,0.325,9.0,0.0,54.0,1.0161036678473465,0.23342391895130277,0.0001565819839015603,7.500004721805453e-05,0.9999407213090281,2.3,0.044178420341188976,0.01014886604136099,2.347826086956522,9.0,0.0,0.18678632952412738,1.3196998953295405,0.04124062172904814,0.05737825631867567,8.0,147456.0,1.2802060699371032,1.0
explanatory,hybrid_only,2,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.7150094580138102,44.75465274108574,0.6,0.6,2.0,24.0,4.0,0.09814337501302361,0.6159322091261856,0.0004524138639681041,3.545801155269146e-05,0.9999539353945315,0.20689655172413793,0.016357229168837268,0.1026553681876976,0.6666666666666666,2.0,24.0,0.8620127004784587,0.8990752162353601,0.028096100507355004,0.14984586937256003,2.0,36864.0,2.2380654410670706,1.0
explanatory,hybrid_only,4,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.7427999170031399,43.080241754879914,0.4375,0.4375,3.0,22.0,9.0,0.1659871669835411,0.5759545398759656,0.00043229013681411743,2.8750102501362562e-05,0.999962452860393,0.2692307692307692,0.02371245242622016,0.0822792199822808,1.2857142857142858,3.0,22.0,0.7758280088019032,0.9149326099897735,0.028591644062180423,0.13070465856996766,4.0,73728.0,2.1543324405218547,1.0
explanatory,hybrid_only,6,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.7641210409929045,41.878181967635605,0.3888888888888889,0.38888888888888884,3.0,22.0,11.0,0.19226075103506446,0.5710111240041442,0.00043595576426014304,1.816696021705866e-05,0.9999762127251524,0.28,0.02746582157643778,0.08157301771487775,1.5714285714285714,3.0,22.0,0.7476826882911551,0.9347695782023948,0.029211549318824838,0.13353851117177068,6.0,110592.0,2.094220512417044,1.0
explanatory,hybrid_only,8,32,balanced,1.0,1.0,1.6002379580168054,19.99702596709929,0.0,0.0,0.7505238330340944,42.6368871866942,0.375,0.375,2.0,24.0,10.0,0.16753645794233307,0.5821286248974502,0.00044991500908508897,1.2208998668938875e-05,0.9999837240956501,0.23076923076923078,0.027922742990388844,0.09702143748290837,1.6666666666666667,2.0,24.0,0.7760525073713248,0.9244970662111882,0.02889053331909963,0.15408284436853137,8.0,147456.0,2.132161415244638,1.0
technical,adaptive_only,2,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.8858723340090364,36.122586485101344,0.5116279069767442,0.5364583333333334,10.0,0.0,21.0,0.5498409181600437,0.3353177920798771,0.00023000012151896954,0.00012841698480769992,0.9998611920973767,1.375,0.02499276900727471,0.015241717821812596,0.9545454545454546,10.0,1.0,0.3787238171841962,0.98598730659578,0.030812103331118126,0.04481760484526273,4.0,73728.0,0.7287200798913013,1.0
technical,adaptive_only,4,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.897353624983225,35.660412026081914,0.4888888888888889,0.5222222222222223,10.0,0.0,23.0,0.5674313742201775,0.3292765410733409,0.00021787500008940697,0.00011004105908796191,0.9998823440393454,1.4666666666666666,0.025792335191826252,0.014967115503333678,1.0454545454545454,10.0,1.0,0.3671168168389411,0.9956990727805533,0.03111559602439229,0.04525904876275242,4.0,73728.0,0.7193963896057436,1.0
technical,adaptive_only,6,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,1.0676210829988122,29.973181037335888,0.3793103448275862,0.4211111111111111,10.0,0.0,36.0,0.7320943749509752,0.3348545399494469,0.00017974898219108582,0.00014587503392249346,0.9998689794849952,1.4666666666666666,0.033277017043226144,0.015220660906793042,1.6363636363636365,10.0,1.0,0.31379022163187037,1.1676376390154473,0.03648867621923273,0.053074438137065784,6.0,110592.0,0.6046648649905659,1.0
technical,adaptive_only,8,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.8899895829963498,35.955477020601535,0.4074074074074074,0.4019047619047619,10.0,0.0,32.0,0.6687928339815699,0.2207074569305405,0.00014904397539794445,0.0001006239908747375,0.9998869075633321,2.2,0.03039967427188954,0.010032157133206387,1.4545454545454546,10.0,1.0,0.2480836530479145,0.955882831971394,0.029871338499106063,0.04344921963506337,8.0,147456.0,0.7253488921063093,1.0
technical,category_only,2,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.9105635409941897,35.14307191023827,0.5641025641025641,0.55,10.0,0.0,17.0,0.4879459160147235,0.4217531240428798,0.0002384190447628498,0.00018808507593348622,0.9998032745925844,1.1,0.022179359818851066,0.019170596547403627,0.7727272727272727,10.0,1.0,0.46349682587958324,1.0365272384718993,0.032391476202246854,0.047114874475995425,2.0,36864.0,0.708959813290699,1.0
technical,category_only,4,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.9021405410021544,35.47119162215279,0.5641025641025641,0.55,10.0,0.0,17.0,0.48748516716295853,0.4138169588986784,0.00024291715817525983,0.00016808317741379142,0.9998233455364023,1.1,0.02215841668922539,0.018809861768121747,0.7727272727272727,10.0,2.0,0.45900863413408255,1.0257292720896658,0.032054039752802056,0.046624057822257536,2.0,36864.0,0.7155791461222192,1.0
technical,category_only,6,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.9016919169807807,35.488839810329665,0.5641025641025641,0.55,10.0,0.0,17.0,0.4876822918304242,0.41317796107614413,0.00024587404914200306,0.00016408402007073164,0.9998269104740132,1.1,0.02216737690138292,0.018780816412552005,0.7727272727272727,10.0,1.0,0.45852308481357373,1.0250924832711463,0.03203414010222332,0.046595112875961193,2.0,36864.0,0.715935172374755,1.0
technical,category_only,8,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.9147578330012038,34.981936033291,0.5641025641025641,0.55,10.0,0.0,17.0,0.4906372899422422,0.42323108500568196,0.00025437603471800685,0.0001751648378558457,0.999817845449734,1.1,0.022301694997374645,0.019237776591167363,0.7727272727272727,10.0,1.0,0.46299152334927335,1.0411321321851574,0.03253537913078617,0.047324187826598064,2.0,36864.0,0.7057091338530347,1.0
technical,fixed,2,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.901637666975148,35.49097511348982,0.5641025641025641,0.55,10.0,0.0,17.0,0.486786832974758,0.4140231270575896,0.00023775012232363224,0.00016158499056473374,0.9998301798077479,1.1,0.022126674226125364,0.018819233048072256,0.7727272727272727,10.0,1.0,0.459490793208408,1.0252897416881752,0.032040304427755475,0.04660407916764433,2.0,36864.0,0.7159782489769829,1.0
technical,fixed,4,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.9012970830081031,35.50438651504246,0.4489795918367347,0.4230769230769231,10.0,0.0,27.0,0.6135708329966292,0.28710366605082527,0.00015675125177949667,0.0001483759842813015,0.999838830404796,1.6923076923076923,0.0278895833180286,0.013050166638673876,1.2272727272727273,10.0,1.0,0.31870970945496896,0.9870315129461232,0.03084473477956635,0.04486506877027833,4.0,73728.0,0.7162488042877142,1.0
technical,fixed,6,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.879177458002232,36.397657502177175,0.41509433962264153,0.3833333333333333,10.0,0.0,31.0,0.6628439979976974,0.21586508507607505,0.00014345580711960793,9.762513218447566e-05,0.9998889298436003,2.2,0.030129272636258975,0.009812049321639775,1.4090909090909092,10.0,1.0,0.24562150705162894,0.9436333785648459,0.029488543080151433,0.042892426298402085,6.0,110592.0,0.7342692332893271,1.0
technical,fixed,8,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,1.0995669590192847,29.10236592461921,0.3188405797101449,0.3,10.0,0.0,47.0,0.8694558760034852,0.22964899899670854,0.00014412420568987727,9.574915748089552e-05,0.9999129034294079,2.2,0.03952072163652205,0.010438590863486752,2.1363636363636362,10.0,1.0,0.20891444901256306,1.1681625484547111,0.03650507963920972,0.05309829765703233,8.0,147456.0,0.5870974502438069,1.0
technical,hybrid_only,2,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.6705005830153823,47.725536428453594,0.0,0.0,1.0,31.0,2.0,0.018567040970083326,0.6509094139910303,0.0005347109981812537,1.6667007002979517e-05,0.9999751249034996,0.0,0.0,0.0,0.0,1.0,31.0,0.9714903975653667,0.8649814972653985,0.027030671789543704,0.027030671789543704,2.0,36864.0,0.9627925379413854,1.0
technical,hybrid_only,4,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.6819132079835981,46.92679306597283,0.0,0.0,1.0,31.0,4.0,0.0381961659877561,0.6427010818733834,0.0005377510096877813,1.6042031347751617e-05,0.9999764590111616,0.0,0.0,0.0,0.0,1.0,31.0,0.9431583099464689,0.8739403190615121,0.027310634970672255,0.027310634970672255,4.0,73728.0,0.9466790648056869,1.0
technical,hybrid_only,6,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.708855249977205,45.14320801183181,0.0,0.0,1.0,31.0,6.0,0.05744004197185859,0.6503607068443671,0.0005522971041500568,1.6125035472214222e-05,0.9999772363957476,0.0,0.0,0.0,0.0,1.0,31.0,0.9181307408643127,0.9031476172502153,0.02822336303906923,0.02822336303906923,6.0,110592.0,0.9106978583191955,1.0
technical,hybrid_only,8,32,balanced,1.0,1.0,0.6455529580125585,49.569906857087744,0.0,0.0,0.720607207971625,44.4069940544642,0.0,0.0,1.0,31.0,8.0,0.07677799998782575,0.6428170459694229,0.0005315431044436991,1.912500010803342e-05,0.9999734428744981,0.0,0.0,0.0,0.0,1.0,31.0,0.8926445096368377,0.9126738144899719,0.02852105670281162,0.02852105670281162,8.0,147456.0,0.8958458240095457,1.0
